S. No.,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Severity,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Hotspot
6602,5556573,HN363838,9/24/07 3:30 PM,029XX S STATE ST,820,THEFT,$500 AND UNDER,Low,CHA PARKING LOT/GROUNDS,FALSE,FALSE,2113,1,3,35,6,1176758,1885480,2007,04/15/2016 08:55:02 AM,41.84110344,-87.62685262,"(41.841103444, -87.626852618)",No
6603,5556574,HN365897,9/29/07 10:30 PM,052XX N HOYNE AVE,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,FALSE,2012,20,40,4,6,1161386,1934940,2007,04/15/2016 08:55:02 AM,41.97715849,-87.68188382,"(41.97715849, -87.681883824)",No
6604,5556576,HN365638,9/26/07 1:46 AM,064XX S ABERDEEN ST,320,THEFT,STRONGARM - NO WEAPON,Medium,SIDEWALK,FALSE,TRUE,724,7,16,68,3,1170089,1862113,2007,04/15/2016 08:55:02 AM,41.77712986,-87.65200512,"(41.777129862, -87.652005124)",No
6605,5556579,HN359293,9/23/07 1:00 AM,057XX S ST LOUIS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,APARTMENT,FALSE,TRUE,822,8,14,63,08B,1154020,1866514,2007,04/15/2016 08:55:02 AM,41.78954112,-87.71079743,"(41.789541124, -87.710797425)",No
6606,5556584,HN365338,9/22/07 2:35 PM,075XX S STONY ISLAND AVE,560,ASSAULT,SIMPLE,Low,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,411,4,8,43,08A,1188234,1855158,2007,04/15/2016 08:55:02 AM,41.757631,-87.58570825,"(41.757630995, -87.585708249)",No
6607,5556585,HN365686,9/26/07 2:52 AM,002XX W 63RD ST,460,BATTERY,SIMPLE,Low,GAS STATION,FALSE,FALSE,722,7,20,68,08B,1175510,1863188,2007,04/15/2016 08:55:02 AM,41.7799602,-87.63209978,"(41.779960201, -87.632099778)",No
6608,5556586,HN357336,9/22/07 10:30 PM,077XX S LANGLEY AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,High,RESIDENCE,TRUE,TRUE,624,6,6,69,04B,1182234,1853901,2007,04/15/2016 08:55:02 AM,41.75432264,-87.60773608,"(41.754322638, -87.607736075)",Yes
6609,5556590,HN365610,9/26/07 1:10 AM,052XX S LOWE AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,High,RESIDENCE,FALSE,TRUE,934,9,3,61,04B,1172852,1870188,2007,04/15/2016 08:55:02 AM,41.79922803,-87.64163788,"(41.799228029, -87.641637883)",Yes
6610,5556594,HN365606,9/26/07 12:00 AM,082XX S KEDZIE AVE,860,THEFT,RETAIL THEFT,High,GAS STATION,FALSE,FALSE,834,8,18,70,6,1156479,1849888,2007,04/15/2016 08:55:02 AM,41.74386762,-87.70222825,"(41.743867618, -87.702228253)",Yes
6611,5556600,HN365939,9/29/07 9:00 PM,0000X S MAYFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,High,STREET,FALSE,FALSE,1513,15,29,25,14,1137282,1899300,2007,04/15/2016 08:55:02 AM,41.8798272,-87.77138516,"(41.879827197, -87.771385162)",Yes
6612,5556604,HN360996,9/23/07 7:39 PM,079XX S WASHTENAW AVE,2022,NARCOTICS,POSS: COCAINE,High,STREET,TRUE,FALSE,835,8,18,70,18,1159755,1851947,2007,04/15/2016 08:55:02 AM,41.74945128,-87.69016822,"(41.749451277, -87.690168216)",Yes
6613,5556606,HN365955,9/24/07 11:00 AM,047XX W ADAMS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,RESIDENCE,FALSE,TRUE,1113,11,28,25,08B,1144757,1898705,2007,04/15/2016 08:55:02 AM,41.87805686,-87.74395262,"(41.878056858, -87.743952618)",No
6614,5556608,HN364990,9/29/07 10:00 AM,029XX N RIVERWALK DR,610,BURGLARY,FORCIBLE ENTRY,Low,RESIDENCE,FALSE,FALSE,1432,14,1,21,5,1160266,1919212,2007,04/15/2016 08:55:02 AM,41.9340233,-87.68643917,"(41.934023303, -87.686439174)",No
6615,5556609,HN363543,9/29/07 12:42 AM,034XX S JUSTINE ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,High,STREET,FALSE,FALSE,922,9,11,59,04A,1166571,1882044,2007,04/15/2016 08:55:02 AM,41.83189858,-87.66433333,"(41.831898575, -87.664333334)",Yes
6616,5556611,HN365544,9/29/07 10:45 PM,076XX S CICERO AVE,890,THEFT,FROM BUILDING,Medium,DEPARTMENT STORE,TRUE,FALSE,833,8,13,65,6,1145727,1853720,2007,04/15/2016 08:55:02 AM,41.75459296,-87.74152854,"(41.754592961, -87.741528537)",Yes
6617,5556613,HN353595,9/20/07 4:05 AM,028XX S PULASKI RD,460,BATTERY,SIMPLE,Low,STREET,FALSE,FALSE,1031,10,22,30,08B,1150171,1884876,2007,04/15/2016 08:55:02 AM,41.84000467,-87.72443362,"(41.840004672, -87.724433615)",No
6618,5556614,HN362325,9/24/07 2:05 PM,007XX N LOREL AVE,460,BATTERY,SIMPLE,Low,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1524,15,37,25,08B,1140542,1904359,2007,04/15/2016 08:55:02 AM,41.89365053,-87.75929044,"(41.893650526, -87.759290438)",No
6619,5556620,HN365465,9/29/07 11:25 PM,111XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,High,RESIDENCE,FALSE,FALSE,2234,22,34,75,14,1167353,1830475,2007,04/15/2016 08:55:02 AM,41.69036957,-87.66293867,"(41.69036957, -87.662938671)",Yes
6620,5556623,HN364573,9/29/07 3:05 PM,015XX E 52ND ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,High,SIDEWALK,FALSE,FALSE,2132,2,4,41,04B,1187285,1870960,2007,04/15/2016 08:55:02 AM,41.80101556,-87.58868467,"(41.801015558, -87.588684669)",Yes
6621,5556630,HN364829,9/29/07 12:45 PM,015XX N KEDZIE AVE,620,BURGLARY,UNLAWFUL ENTRY,Low,APARTMENT,FALSE,FALSE,1422,14,26,23,5,1154735,1910259,2007,04/15/2016 08:55:02 AM,41.90956826,-87.70700583,"(41.909568263, -87.707005828)",No
6622,5556631,HN364227,9/21/07 3:00 PM,051XX S WOOD ST,610,BURGLARY,FORCIBLE ENTRY,Low,RESIDENCE,FALSE,FALSE,932,9,16,61,5,1165216,1870641,2007,04/15/2016 08:55:02 AM,41.80063632,-87.66962814,"(41.800636317, -87.669628139)",No
6623,5556635,HN365521,9/29/07 11:15 PM,111XX S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,High,STREET,FALSE,FALSE,2234,22,34,75,14,1167204,1831042,2007,04/15/2016 08:55:02 AM,41.69192869,-87.66346803,"(41.691928694, -87.663468026)",Yes
6624,5556638,HN349176,9/17/07 11:15 PM,041XX W CERMAK RD,502P,BATTERY,FALSE/STOLEN/ALTERED TRP,Low,STREET,TRUE,FALSE,1012,10,24,29,26,1148953,1889052,2007,04/15/2016 08:55:02 AM,41.85148776,-87.72879534,"(41.851487764, -87.728795339)",No
6625,5556641,HN363276,9/24/07 10:10 PM,029XX W MADISON ST,460,BATTERY,SIMPLE,Low,STREET,FALSE,FALSE,1331,12,2,27,08B,1156896,1899881,2007,04/15/2016 08:55:02 AM,41.88104652,-87.69934893,"(41.88104652, -87.699348928)",No
6626,5556646,HN364206,9/29/07 8:19 AM,005XX N WALLER AVE,560,ASSAULT,SIMPLE,Low,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1512,15,29,25,08A,1138238,1903158,2007,04/15/2016 08:55:02 AM,41.89039682,-87.76778144,"(41.890396818, -87.767781443)",No
6627,5556651,HN365199,9/24/07 2:00 PM,033XX S CLAREMONT AVE,610,BURGLARY,FORCIBLE ENTRY,Low,RESIDENCE-GARAGE,FALSE,FALSE,913,9,12,59,5,1161266,1882439,2007,04/15/2016 08:55:02 AM,41.83309422,-87.68378707,"(41.833094221, -87.683787065)",No
6628,5556652,HN356581,9/21/07 6:30 PM,021XX W HUBBARD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,High,STREET,FALSE,FALSE,1313,12,26,24,14,1161990,1903059,2007,04/15/2016 08:55:02 AM,41.88966244,-87.68055531,"(41.889662437, -87.680555313)",Yes
6629,5556654,HN330609,9/8/07 6:00 AM,032XX N NARRAGANSETT AVE,610,BURGLARY,FORCIBLE ENTRY,Low,RESIDENCE,FALSE,FALSE,1633,16,36,17,5,1133135,1921026,2007,04/15/2016 08:55:02 AM,41.93951959,-87.7861037,"(41.939519588, -87.786103703)",No
6630,5556656,HN363751,9/23/07 12:00 PM,024XX S WESTERN AVE,810,THEFT,OVER $500,High,RESIDENCE,FALSE,FALSE,1034,10,25,31,6,1160751,1887859,2007,04/15/2016 08:55:02 AM,41.84797796,-87.68552671,"(41.847977963, -87.685526705)",Yes
6631,5556661,HN364496,9/29/07 3:15 PM,063XX S STONY ISLAND AVE,460,BATTERY,SIMPLE,Low,SIDEWALK,TRUE,FALSE,314,3,20,42,08B,1187961,1863296,2007,04/15/2016 08:55:02 AM,41.77996887,-87.58644976,"(41.77996887, -87.586449755)",No
6632,5556662,HN365619,9/26/07 1:10 AM,099XX S WESTERN AVE,610,BURGLARY,FORCIBLE ENTRY,Low,SMALL RETAIL STORE,FALSE,FALSE,2211,22,19,72,5,1162135,1838613,2007,04/15/2016 08:55:02 AM,41.71281151,-87.68181673,"(41.712811506, -87.681816729)",No
6633,5556664,HN365978,9/29/07 9:00 PM,027XX W FITCH AVE,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,FALSE,2411,24,50,2,6,1156899,1947314,2007,04/15/2016 08:55:02 AM,42.01120572,-87.698047,"(42.011205717, -87.698046995)",No
6634,5556667,HN364392,9/29/07 2:22 PM,0000X N LOTUS AVE,460,BATTERY,SIMPLE,Low,STREET,FALSE,FALSE,1522,15,28,25,08B,1139948,1899896,2007,04/15/2016 08:55:02 AM,41.88141438,-87.76158124,"(41.881414379, -87.761581241)",No
6635,5556668,HN365589,9/26/07 1:00 AM,018XX N KEELER AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,High,APARTMENT,TRUE,FALSE,2534,25,30,20,04B,1148096,1911952,2007,04/15/2016 08:55:02 AM,41.91434446,-87.7313512,"(41.914344461, -87.731351198)",Yes
6636,5556669,HN364019,9/29/07 8:45 AM,035XX E 114TH ST,890,THEFT,FROM BUILDING,Medium,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,433,4,10,52,6,1201660,1829983,2007,04/15/2016 08:55:02 AM,41.68821818,-87.53735791,"(41.688218178, -87.537357913)",No
6637,5556671,HN365744,9/26/07 12:34 AM,062XX S HAMLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,High,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,823,8,13,65,14,1152108,1863143,2007,04/15/2016 08:55:02 AM,41.78032836,-87.71789669,"(41.780328363, -87.717896689)",Yes
6638,5556672,HN364217,9/29/07 12:30 PM,030XX S HALSTED ST,860,THEFT,RETAIL THEFT,High,GROCERY FOOD STORE,TRUE,FALSE,923,9,11,60,6,1171463,1884712,2007,04/15/2016 08:55:02 AM,41.83911386,-87.64630579,"(41.839113859, -87.646305794)",Yes
6639,5556673,HN361964,9/24/07 11:00 AM,050XX N KIMBALL AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,Medium,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1713,17,39,13,26,1152801,1933422,2007,04/15/2016 08:55:02 AM,41.97316782,-87.71349527,"(41.973167821, -87.713495268)",Yes
6640,5556682,HN365976,9/26/07 12:00 AM,062XX N WAYNE AVE,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,FALSE,2433,24,48,77,6,1166168,1941467,2007,04/15/2016 08:55:02 AM,41.99496762,-87.66411075,"(41.994967619, -87.664110751)",No
6641,5556683,HN365738,9/26/07 4:00 AM,023XX N MANGO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,STREET,FALSE,TRUE,2515,25,37,19,08B,1137664,1915016,2007,04/15/2016 08:55:02 AM,41.92294696,-87.76960328,"(41.922946956, -87.769603279)",No
6642,5556685,HN360707,9/23/07 3:45 PM,061XX W DEVON AVE,5001,BATTERY,OTHER CRIME INVOLVING PROPERTY,Low,FOREST PRESERVE,TRUE,FALSE,1611,16,45,11,26,1134281,1942127,2007,04/15/2016 08:55:02 AM,41.99740261,-87.78139214,"(41.997402606, -87.781392137)",No
6643,5556689,HN358066,9/18/07 1:40 PM,047XX S UNION AVE,890,THEFT,FROM BUILDING,Medium,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,935,9,11,61,6,1172434,1873254,2007,04/15/2016 08:55:02 AM,41.80765067,-87.64308049,"(41.807650669, -87.643080489)",No
6644,5556691,HN365751,9/26/07 4:10 AM,105XX S HAMLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,High,RESIDENCE,FALSE,FALSE,2211,22,19,74,14,1152870,1834548,2007,04/15/2016 08:55:02 AM,41.70184375,-87.71585526,"(41.701843748, -87.715855258)",Yes
6645,5556692,HN365536,9/26/07 12:10 AM,051XX S ARCHER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,High,VEHICLE NON-COMMERCIAL,FALSE,FALSE,815,8,23,57,14,1148977,1870584,2007,04/15/2016 08:55:02 AM,41.80080855,-87.7291839,"(41.800808546, -87.729183903)",Yes
6646,5556695,HN357237,9/22/07 1:40 AM,011XX N MILWAUKEE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,High,RESTAURANT,FALSE,FALSE,1323,12,1,24,14,1166176,1907748,2007,04/15/2016 08:55:02 AM,41.90244097,-87.66504844,"(41.902440973, -87.66504844)",Yes
6647,5556698,HN356648,9/21/07 7:05 PM,064XX S DR MARTIN LUTHER KING JR DR,485,BATTERY,AGGRAVATED OF A CHILD,High,SIDEWALK,FALSE,FALSE,312,3,20,69,04B,1180026,1862452,2007,04/15/2016 08:55:02 AM,41.77783829,-87.61556613,"(41.777838294, -87.615566126)",Yes
6648,5556702,HN361803,9/24/07 9:56 AM,059XX W LAKE ST,560,ASSAULT,SIMPLE,Low,STREET,TRUE,FALSE,1512,15,29,25,08A,1136680,1902267,2007,04/15/2016 08:55:02 AM,41.88797984,-87.77352459,"(41.887979835, -87.773524594)",No
6649,5556703,HN356940,9/18/07 11:30 PM,014XX S CENTRAL PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,High,STREET,FALSE,FALSE,1021,10,24,29,14,1152606,1892891,2007,04/15/2016 08:55:02 AM,41.86195108,-87.71528642,"(41.861951076, -87.715286422)",Yes
6650,5556704,HN364797,9/29/07 5:00 PM,079XX S CHAPPEL AVE,880,THEFT,PURSE-SNATCHING,Medium,SIDEWALK,FALSE,FALSE,414,4,8,46,6,1191243,1852829,2007,04/15/2016 08:55:02 AM,41.75116773,-87.5747561,"(41.751167734, -87.574756098)",No
6651,5556705,HN365664,9/26/07 2:00 AM,055XX W NORTH AVE,460,BATTERY,SIMPLE,Low,STREET,FALSE,FALSE,2532,25,37,25,08B,1139259,1910089,2007,04/15/2016 08:55:02 AM,41.90939779,-87.76386283,"(41.90939779, -87.763862831)",No
6652,5556712,HN364557,9/29/07 3:45 PM,036XX N PULASKI RD,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,High,BAR OR TAVERN,TRUE,FALSE,1732,17,30,16,04B,1149086,1923713,2007,04/15/2016 08:55:02 AM,41.94659856,-87.72740871,"(41.946598555, -87.727408706)",Yes
6653,5556715,HN364936,9/24/07 7:00 PM,039XX W CERMAK RD,860,THEFT,RETAIL THEFT,High,SMALL RETAIL STORE,FALSE,FALSE,1014,10,24,29,6,1150279,1889088,2007,04/15/2016 08:55:02 AM,41.85156083,-87.72392762,"(41.851560833, -87.723927618)",Yes
6654,5556717,HN364579,9/29/07 3:40 PM,038XX S ARCHER AVE,820,THEFT,$500 AND UNDER,Low,GAS STATION,FALSE,FALSE,913,9,12,58,6,1160051,1879060,2007,04/15/2016 08:55:02 AM,41.82384698,-87.68833822,"(41.823846976, -87.688338222)",No
6655,5556720,HN364897,9/29/07 10:00 AM,016XX W BEACH AVE,610,BURGLARY,FORCIBLE ENTRY,Low,RESIDENCE,FALSE,FALSE,1433,14,1,24,5,1165197,1909618,2007,04/15/2016 08:55:02 AM,41.90759325,-87.66859123,"(41.907593253, -87.668591225)",No
6656,5556721,HN365678,9/26/07 2:34 AM,017XX W CHICAGO AVE,460,BATTERY,SIMPLE,Low,ALLEY,FALSE,FALSE,1322,12,1,24,08B,1164488,1905390,2007,04/15/2016 08:55:02 AM,41.89600637,-87.67131555,"(41.896006365, -87.671315554)",No
6657,5556722,HN365680,9/26/07 2:30 AM,017XX N LINDER AVE,460,BATTERY,SIMPLE,Low,SIDEWALK,FALSE,FALSE,2532,25,37,25,08B,1139467,1910927,2007,04/15/2016 08:55:02 AM,41.91169357,-87.76307825,"(41.911693567, -87.763078252)",No
6658,5556724,HN362005,9/24/07 11:47 AM,049XX W VAN BUREN ST,460,BATTERY,SIMPLE,Low,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1533,15,24,25,08B,1143654,1897561,2007,04/15/2016 08:55:02 AM,41.87493829,-87.74803127,"(41.874938294, -87.748031267)",No
6659,5556728,HN363837,9/29/07 8:15 AM,010XX W LAWRENCE AVE,560,ASSAULT,SIMPLE,Low,APARTMENT,FALSE,TRUE,2024,20,46,3,08A,1168554,1932051,2007,04/15/2016 08:55:02 AM,41.96907838,-87.65560801,"(41.969078381, -87.65560801)",No
6660,5556729,HN365098,9/29/07 6:00 PM,103XX S COMMERCIAL AVE,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,FALSE,431,4,10,51,6,1197067,1836818,2007,04/15/2016 08:55:02 AM,41.70708932,-87.55394573,"(41.707089323, -87.553945734)",No
6661,5556737,HN365831,9/26/07 5:50 AM,030XX N MARMORA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,APARTMENT,FALSE,TRUE,2514,25,30,19,08B,1136520,1919701,2007,04/15/2016 08:55:02 AM,41.93582368,-87.77369443,"(41.935823677, -87.773694429)",No
6662,5556738,HN363953,9/24/07 3:00 PM,014XX W 51ST ST,820,THEFT,$500 AND UNDER,Low,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,933,9,16,61,6,1167376,1870921,2007,04/15/2016 08:55:02 AM,41.80135863,-87.66169869,"(41.801358629, -87.661698689)",No
6663,5556749,HN364167,9/29/07 12:10 PM,039XX N RICHMOND ST,460,BATTERY,SIMPLE,Low,ALLEY,FALSE,FALSE,1733,17,33,16,08B,1156015,1926061,2007,04/15/2016 08:55:02 AM,41.95290438,-87.70187611,"(41.952904383, -87.701876106)",No
6664,5556750,HN363948,9/29/07 10:08 AM,054XX W RACE AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,High,APARTMENT,TRUE,TRUE,1523,15,37,25,04B,1139799,1903021,2007,04/15/2016 08:55:02 AM,41.8899925,-87.76205198,"(41.889992497, -87.76205198)",Yes
6665,5556754,HN363747,9/24/07 10:00 PM,026XX S LOOMIS ST,810,THEFT,OVER $500,High,OTHER,FALSE,FALSE,923,9,11,60,6,1167557,1886967,2007,04/15/2016 08:55:02 AM,41.84538663,-87.66057411,"(41.845386632, -87.660574112)",Yes
6666,5556759,HN364146,9/29/07 3:45 AM,054XX N ELSTON AVE,810,THEFT,OVER $500,High,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1623,16,45,11,6,1140365,1935755,2007,04/15/2016 08:55:02 AM,41.97980756,-87.75916824,"(41.979807562, -87.759168241)",Yes
6667,5556762,HN354645,9/20/07 6:45 PM,024XX W CERMAK RD,502P,BATTERY,FALSE/STOLEN/ALTERED TRP,Low,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1034,10,25,31,26,1160514,1889333,2007,04/15/2016 08:55:02 AM,41.85202768,-87.68635575,"(41.852027676, -87.68635575)",No
6668,5556763,HN362970,9/24/07 11:00 AM,005XX N ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,High,RESIDENCE,FALSE,FALSE,1324,12,26,24,14,1165634,1903742,2007,04/15/2016 08:55:02 AM,41.89145979,-87.66715354,"(41.89145979, -87.667153542)",Yes
6669,5556766,HN365996,9/26/07 12:00 AM,050XX W FLETCHER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,High,STREET,FALSE,FALSE,2521,25,30,19,14,1142229,1920474,2007,04/15/2016 08:55:02 AM,41.93784068,-87.75269389,"(41.937840681, -87.752693886)",Yes
6670,5556770,HN363033,9/24/07 3:00 PM,050XX N LAWNDALE AVE,460,BATTERY,SIMPLE,Low,STREET,FALSE,FALSE,1712,17,39,14,08B,1150814,1933169,2007,04/15/2016 08:55:02 AM,41.97251279,-87.72080861,"(41.97251279, -87.720808609)",No
6671,5556773,HN364058,9/29/07 10:55 AM,031XX S WENTWORTH AVE,810,THEFT,OVER $500,High,STREET,FALSE,FALSE,924,9,11,34,6,1175469,1884069,2007,04/15/2016 08:55:02 AM,41.83726055,-87.63162505,"(41.837260546, -87.631625048)",Yes
6672,5556780,HN364045,9/29/07 10:33 AM,049XX W WALTON ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,Medium,STREET,TRUE,FALSE,1531,15,37,25,26,1143277,1905859,2007,04/15/2016 08:55:02 AM,41.89771605,-87.74920809,"(41.897716047, -87.749208085)",Yes
6673,5556785,HN365988,9/29/07 10:00 PM,058XX W SUPERIOR ST,1320,CRIMINAL DAMAGE,TO VEHICLE,High,STREET,FALSE,FALSE,1511,15,29,25,14,1137432,1904410,2007,04/15/2016 08:55:02 AM,41.89384701,-87.77071135,"(41.893847005, -87.770711352)",Yes
6674,5556790,HN364326,9/29/07 8:30 AM,035XX S FRANCISCO AVE,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,FALSE,913,9,12,58,6,1157609,1881016,2007,04/15/2016 08:55:02 AM,41.82926444,-87.69724399,"(41.829264436, -87.697243994)",No
6675,5556793,HN362217,9/24/07 1:24 PM,042XX W HENDERSON ST,460,BATTERY,SIMPLE,Low,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1731,17,30,16,08B,1147648,1921937,2007,04/15/2016 08:55:02 AM,41.94175284,-87.73274014,"(41.941752835, -87.732740144)",No
6676,5556797,HN360747,9/23/07 4:30 PM,032XX W 26TH ST,4387,BATTERY,VIOLATE ORDER OF PROTECTION,Low,STREET,FALSE,FALSE,1024,10,12,30,26,1155349,1886556,2007,04/15/2016 08:55:02 AM,41.84451249,-87.70538731,"(41.844512489, -87.705387312)",No
6677,5556798,HN364469,9/24/07 5:30 PM,058XX W MELROSE ST,2820,BATTERY,TELEPHONE THREAT,Low,RESIDENCE,FALSE,FALSE,1633,16,38,15,26,1136905,1921012,2007,04/15/2016 08:55:02 AM,41.9394143,-87.77224797,"(41.939414295, -87.772247968)",No
6678,5556799,HN362091,9/23/07 7:00 PM,001XX N BELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,High,RESIDENCE,FALSE,TRUE,1332,12,2,28,14,1161405,1901089,2007,04/15/2016 08:55:02 AM,41.88426878,-87.68275853,"(41.884268781, -87.682758532)",Yes
6679,5556800,HN365012,9/29/07 6:30 PM,014XX W 47TH ST,860,THEFT,RETAIL THEFT,High,DEPARTMENT STORE,TRUE,FALSE,921,9,3,61,6,1167567,1873583,2007,04/15/2016 08:55:02 AM,41.80865936,-87.66092185,"(41.808659359, -87.660921846)",Yes
6680,5556802,HN365013,9/29/07 7:00 PM,028XX W MADISON ST,560,ASSAULT,SIMPLE,Low,SIDEWALK,FALSE,FALSE,1331,12,2,27,08A,1157564,1899894,2007,04/15/2016 08:55:02 AM,41.88106863,-87.69689572,"(41.881068626, -87.696895715)",No
6681,5556803,HN364985,9/29/07 7:50 AM,047XX N ST LOUIS AVE,610,BURGLARY,FORCIBLE ENTRY,Low,APARTMENT,TRUE,FALSE,1723,17,33,14,5,1152197,1931235,2007,04/15/2016 08:55:02 AM,41.96717853,-87.71577429,"(41.967178526, -87.715774293)",No
6682,5556811,HN365927,9/29/07 8:00 PM,035XX S HALSTED ST,1320,CRIMINAL DAMAGE,TO VEHICLE,High,STREET,FALSE,FALSE,922,9,11,60,14,1171555,1881142,2007,04/15/2016 08:55:02 AM,41.82931544,-87.64607301,"(41.829315438, -87.646073011)",Yes
6683,5556812,HN352025,9/19/07 2:30 AM,026XX N HARLEM AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,High,RESTAURANT,FALSE,FALSE,2512,25,36,18,14,1127636,1916917,2007,04/15/2016 08:55:02 AM,41.92833853,-87.80640736,"(41.928338532, -87.806407358)",Yes
6684,5556813,HN363775,9/24/07 8:45 PM,047XX S LAMON AVE,610,BURGLARY,FORCIBLE ENTRY,Low,RESIDENCE-GARAGE,FALSE,FALSE,814,8,23,56,5,1144490,1872770,2007,04/15/2016 08:55:02 AM,41.80689264,-87.74558467,"(41.806892639, -87.745584666)",No
6685,5556818,HN362135,9/24/07 12:31 PM,049XX N AVERS AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,Medium,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1712,17,39,14,08A,1149820,1932619,2007,04/15/2016 08:55:02 AM,41.971023,-87.72447813,"(41.971022998, -87.724478132)",No
6686,5556820,HN365354,9/29/07 10:10 PM,009XX E 40TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,High,STREET,FALSE,FALSE,2122,2,4,36,14,1183198,1878599,2007,04/15/2016 08:55:02 AM,41.82207373,-87.60343498,"(41.822073733, -87.603434976)",Yes
6687,5556821,HN365577,9/29/07 10:05 AM,095XX S CLAREMONT AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,High,SIDEWALK,FALSE,FALSE,2213,22,19,72,04A,1162390,1841269,2007,04/15/2016 08:55:02 AM,41.72009471,-87.68080911,"(41.720094712, -87.68080911)",Yes
6688,5556822,HN365690,9/26/07 2:40 AM,003XX W GARFIELD BLVD,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,FALSE,934,9,3,37,6,1175075,1868486,2007,04/15/2016 08:55:02 AM,41.79450819,-87.63353645,"(41.794508194, -87.633536453)",No
6689,5556824,HN364948,9/29/07 6:10 PM,048XX N LONG AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,High,PARK PROPERTY,TRUE,FALSE,1623,16,45,11,04A,1139465,1931490,2007,04/15/2016 08:55:02 AM,41.96812055,-87.76258263,"(41.968120549, -87.762582634)",Yes
6690,5556825,HN364336,9/29/07 1:40 PM,029XX N RIDGEWAY AVE,560,ASSAULT,SIMPLE,Low,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2523,25,35,21,08A,1150998,1919294,2007,04/15/2016 08:55:02 AM,41.93443516,-87.72049685,"(41.934435162, -87.720496848)",No
6691,5556826,HN364109,9/29/07 11:30 AM,009XX W LAWRENCE AVE,560,ASSAULT,SIMPLE,Low,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2024,20,48,3,08A,1169209,1932068,2007,04/15/2016 08:55:02 AM,41.96911079,-87.6531991,"(41.969110786, -87.653199102)",No
6692,5556828,HN360776,9/22/07 11:00 PM,020XX W RANDOLPH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,High,CHA APARTMENT,FALSE,FALSE,1332,12,2,28,14,1162633,1901218,2007,04/15/2016 08:55:02 AM,41.88459713,-87.67824556,"(41.884597134, -87.678245557)",Yes
